bill_id,policy_area,subjects,introduced_at,official_title,short_title,congress_term,has_keywords,regulation,related_sentences
hr5251-103,Finance and Financial Sector,Bank failures|Competition|Government corporations|Government procurement|Resolution Trust Corporation|Savings and loan associations,1994-10-07,To amend the Federal Home Loan Bank Act to require the Resolution Trust Corporation to use competitive procedures in procuring property and services necessary or appropriate to carry out its duties.,Resolution Trust Corporation Contract Reform Act,103,0,,
hr14-104,Finance and Financial Sector,Government paperwork|Information disclosure (Securities law)|Securities|Securities industry|Tax-exempt securities,1995-01-04,"To repeal the exemption from disclosure requirement for municipal securities, and to require the Securities and Exchange Commission to publish model disclosure forms to facilitate compliance with the disclosure requirements.",Municipal Securities Reform and Simplified Disclosure Act of 1995,104,0,,
hr17-104,Finance and Financial Sector,Administrative procedure|Advice and consent of the Senate|Bank capital|Bank examination|Bank holding companies|Cost of living adjustments|Credit unions|Department of the Treasury|Deposit insurance|Executive reorganization|Federal Deposit Insurance Corporation|Fees|Financial deregulation|Government corporations|Indexing (Economic policy)|Presidential appointments|Regulatory reform|Savings and loan associations,1995-01-04,"To establish the Federal Bank Agency, to abolish the positions of the Comptroller of the Currency and Director of the Office of Thrift Supervision, to consolidate and reform the regulation of insured depository institutions, and for other purposes.",Bank Regulatory Consolidation and Reform Act of 1995,104,0,,
hr289-104,Finance and Financial Sector,Bank directors|Bank employees|Bank failures|Bank fraud|Bank records|Bribery|Deposit insurance|Embezzlement|Fines (Penalties)|Fraud|Larceny|Postal crimes|Savings and loan associations,1995-01-04,To authorize civil actions for certain violations involving depository institutions.,Savings and Loan Asset Recovery Act,104,0,,
hr290-104,Finance and Financial Sector,Accounting|Bank directors|Bank holding companies|Bank management|Bank mergers|Conflict of interests|Federal Reserve System|Foreign banks and banking|Government paperwork|Lawyers|Subsidiary corporations,1995-01-04,"To institute management reforms and eliminate conflicts-of-interest on boards of directors of depository institutions and depository holding companies, and for other purposes.",Management and Conflict of Interest Reform Amendments of 1995,104,0,,
hr31-104,Finance and Financial Sector,Accounting|Administrative procedure|Bank capital|Bank directors|Bank examination|Bank failures|Bank management|Bank records|Brokers|Competition|Confidential communications|Congressional investigations|Congressional reporting requirements|Contracts|Credit unions|Department of Housing and Urban Development|Derivative securities|Employee training|Federal Deposit Insurance Corporation|Federal advisory bodies|Federal employees|Foreign banks and banking|Foreign exchange|Government corporations|Government paperwork|Information disclosure (Securities law)|International agencies|International banking|International cooperation|Margins (Security trading)|Negotiations|Risk management|Securities industry|Securities regulation|State officials and employees|Trusts and trustees,1995-01-04,"To enhance the supervision and regulation of the derivatives activities of financial institutions, and for other purposes.",Derivatives Safety and Soundness Supervision Act of 1995,104,0,,
hr316-104,Finance and Financial Sector,Bank directors|Bank employees|Bank fraud|Civil procedure|Damages|Due process of law|Economic conditions|Federal preemption|Financial disclosure|Financial statements|Government regulation|Liability (Law)|Right of privacy|Standards|State laws,1995-01-04,"To amend the Federal Deposit Insurance Act to clarify the due process protections applicable to directors and officers of insured depository institutions and other institution-affiliated parties, and for other purposes.",Lending Enhancement Through Necessary Due Process Act,104,0,,
s114-104,Finance and Financial Sector,Administrative procedure|Government securities|Independent regulatory commissions|Information disclosure (Securities law)|Municipal finance|Securities|Securities and Exchange Commission|Securities regulation|Tax-exempt securities,1995-01-04,"A bill to authorize the Securities and Exchange Commission to require greater disclosure by municipalities that issue securities, and for other purposes.",Municipal Securities Disclosure Act of 1995,104,0,,
s148-104,Finance and Financial Sector,Investment advisers|Licenses|Securities|Securities fraud|Securities regulation,1995-01-04,A bill to promote the integrity of investment advisers.,Investment Advisers Integrity Act,104,0,,
s178-104,Finance and Financial Sector,Authorization|Commodity Futures Trading Commission|Commodity exchanges|Futures trading|Independent regulatory commissions|Securities,1995-01-09,"A bill to amend the Commodity Exchange Act to extend the authorization for the Commodity Futures Trading Commission, and for other purposes.",CFTC Reauthorization Act of 1995,104,0,,
hr544-104,Finance and Financial Sector,Administrative procedure|Air pollution control|Asbestos|Asbestos abatement|Bank loans|Building construction|Building laws|Business records|Employee training|Environmental Protection Agency|Financial institutions|Foreclosure|Government paperwork|Government publications|Indoor air pollution|Labeling|Liability (Law)|Liability for toxic substances pollution damages|Licenses|Liens|Maintenance and repair|Mortgage loans|Occupational health and safety|Subsidiary corporations,1995-01-17,"To protect financial institutions from liability for damages caused by failure to remove asbestos from a residential or commercial building in which the financial institution holds a security interest if an accredited asbestos management planner has recommended in-place management of the asbestos, and for other purposes.",Asbestos Management Incentive Act,104,0,,
hr618-104,Finance and Financial Sector,Authorization|Commodity Futures Trading Commission|Commodity exchanges|Futures trading|Independent regulatory commissions|Securities,1995-01-20,To extend the authorization for appropriations for the Commodity Futures Trading Commission through fiscal year 2000.,Commodity Futures Trading Commission Reauthorization Act of 1995,104,0,,
